Icfes_nuevo;Icfes_Matematicas;Tiempo_empleado_en_la_verificación_de_conocimientos;Dominio_Inicial;Categoria_temas_inicial;avance_precalculo_aleks;Dominio_Final;Categoria_temas_final;Tiempo_Total_Tiempo;Tiempo_total_Aprendidos_hora;programa_en_matricula;division_en_matricula;Mat_Curso_Asignatura_Relacionada;avance_cuartiles;cumplimiento_temas;nota_primer_parcial;nota_final
327;67;0,890111876;12;2 Ecuaciones y desigualdades;11;23;2 Ecuaciones y desigualdades;9,115385964;1,211374556;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;3,07;3,3
300;59;0,163468519;0;0 No dominó temas;2;2;1 Repaso de Álgebra y Geometría;5,66373164;0,352341806;Contaduría Pública;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;4,2;3,3
377;77;0,426633354;18;1 Repaso de álgebra y geometría;66;85;2 Ecuaciones y desigualdades;12,254705269;4,661845541;Ciencia de Datos;División de Ciencias Básicas;MAT4190;2 Avance entre [ 55 - 80 temas];No alcanzo meta;4,08;4,2
340;67;0,523900489;2;1 Repaso de álgebra y geometría;11;14;2 Ecuaciones y desigualdades;6,586114574;1,683018216;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;4,06;4,2
353;67;0,152588929;0;0 No dominó temas;2;2;1 Repaso de Álgebra y Geometría;4,487065873;0,442697143;Administración de Empresas;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;2,71;3,4
310;67;0,252914823;0;0 No dominó temas;8;8;1 Repaso de Álgebra y Geometría;4,804552466;1,669862867;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;3,1;3,5
391;85;1,017953027;12;2 Ecuaciones y desigualdades;10;22;2 Ecuaciones y desigualdades;5,452819667;1,815153746;Economía;Div Humanidades, Artes y Cs. S;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;5;4,1
327;65;0,249408044;0;0 No dominó temas;49;49;3 Temas Parcial 1 Cálculo I;30,760044184;1,861863557;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;3,03;2,9
257;49;0,295280505;2;0 No dominó temas;16;16;2 Ecuaciones y desigualdades;30,538987037;0,777514292;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;2,24;2,4
388;77;0,861722611;13;2 Ecuaciones y desigualdades;51;65;4 Temas Parcial 2 Cálculo I;19,93467968;2,665691282;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;4,14;4,7
318;69;0,478783131;1;1 Repaso de álgebra y geometría;51;52;3 Temas Parcial 1 Cálculo I;26,648878538;1,646421489;Economía;Div Humanidades, Artes y Cs. S;MAT1100;2 Avance entre [ 37 - 55 temas];Cumplimiento meta;3,02;2,7
336;65;0,172550621;1;0 No dominó temas;28;28;2 Ecuaciones y desigualdades;12,62190849;2,348947223;Administración de Empresas;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;3,77;3,1
303;71;0,543054209;0;0 No dominó temas;35;35;3 Temas Parcial 1 Cálculo I;38,299597603;0,996915266;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;1,16;3,1
354;70;0,760397705;11;2 Ecuaciones y desigualdades;61;73;4 Temas Parcial 2 Cálculo I;29,024783672;2,190702228;Economía;Div Humanidades, Artes y Cs. S;MAT1100;3 Avance superior a 55 temas;Cumplimiento meta;4,38;4,2
424;76;2,213708244;26;2 Ecuaciones y desigualdades;25;50;3 Temas Parcial 1 Cálculo I;13,682907116;1,825543429;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,72;4,6
287;58;0,924452308;6;1 Repaso de álgebra y geometría;33;40;3 Temas Parcial 1 Cálculo I;14,887860204;2,138718101;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;1,84;1,3
309;62;0,017894039;2;0 No dominó temas;2;2;1 Repaso de Álgebra y Geometría;3,464827049;0,575139045;Ingeniería Eléctrica;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;1,06;1,5
366;74;1,853532582;48;3 Temas Parcial 1 Cálculo I;31;79;4 Temas Parcial 2 Cálculo I;12,766283116;2,584482237;Ingeniería Eléctrica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;5;4,9
369;70;0,284742465;3;1 Repaso de álgebra y geometría;78;79;4 Temas Parcial 2 Cálculo I;43,296487171;2,053087158;Negocios Internacionales;Escuela de Negocios;MAT1100;3 Avance superior a 55 temas;Cumplimiento meta;4,99;4
293;50;3,579554241;25;2 Ecuaciones y desigualdades;43;68;4 Temas Parcial 2 Cálculo I;47,104831146;0,983714376;Ciencia de Datos;División de Ciencias Básicas;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;4,15;3,2
336;72;0,518225914;0;1 Repaso de álgebra y geometría;3;4;1 Repaso de Álgebra y Geometría;2,029683179;1,490980829;Economía;Div Humanidades, Artes y Cs. S;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;3,45;4
203;43;0,169169185;1;0 No dominó temas;14;14;1 Geometría;8,707063376;1,647759998;Arquitectura;Escuela Arquitectura Urb y Dis;MAT1011;0 Avance menor a 15 temas;No alcanzo meta;3,05;3,7
380;71;0,408413889;69;4 Temas Parcial 2 Cálculo I;10;79;4 Temas Parcial 2 Cálculo I;13,708070662;0,728104334;Ingeniería Eléctrica;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;Cumplimiento meta;5;5
346;71;2,85235482;20;2 Ecuaciones y desigualdades;23;43;3 Temas Parcial 1 Cálculo I;20,659600089;1,169248025;Administración de Empresas;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;2,99;3,1
397;80;0,527600447;2;1 Repaso de álgebra y geometría;13;14;2 Ecuaciones y desigualdades;6,064298416;2,1325236;Ingeniería Industrial;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;4,47;3,9
423;79;1,294120935;62;4 Temas Parcial 2 Cálculo I;17;79;4 Temas Parcial 2 Cálculo I;6,483073111;2,577240395;Ingeniería Electrónica;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;Cumplimiento meta;4,96;4,8
335;65;0,786152594;4;1 Repaso de álgebra y geometría;16;20;2 Ecuaciones y desigualdades;8,275434738;2,4604956;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;3,76;2,9
341;70;0,450912546;0;0 No dominó temas;62;62;4 Temas Parcial 2 Cálculo I;56,106618422;1,097392202;Ingeniería Mecánica;División de Ingenierías;MAT1101;3 Avance superior a 60 temas;Cumplimiento meta;3,34;3,2
313;72;0,287746881;1;0 No dominó temas;20;20;2 Ecuaciones y desigualdades;25,572374258;0,776626063;Ingeniería Industrial;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;4,06;3,3
331;68;0,264456102;2;1 Repaso de álgebra y geometría;11;13;2 Ecuaciones y desigualdades;9,733970143;1,136414629;Ingeniería Industrial;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;3,1;3,5
364;69;0,578254149;5;1 Repaso de álgebra y geometría;3;8;1 Repaso de Álgebra y Geometría;3,153202597;0,964015216;Administración de Empresas;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;4,46;4,2
356;82;0,214921712;2;1 Repaso de álgebra y geometría;8;10;1 Repaso de Álgebra y Geometría;5,324781811;1,483140221;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;2,03;2
358;71;0,650718384;9;1 Repaso de álgebra y geometría;25;33;3 Temas Parcial 1 Cálculo I;13,412086774;1,880105272;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,16;3,3
390;78;0,805608911;20;2 Ecuaciones y desigualdades;51;72;4 Temas Parcial 2 Cálculo I;14,725405565;3,853542572;Administración de Empresas;Escuela de Negocios;MAT1100;2 Avance entre [ 37 - 55 temas];Cumplimiento meta;5;4,9
287;73;0,319856182;3;1 Repaso de álgebra y geometría;7;10;1 Repaso de Álgebra y Geometría;5,880324155;1,172246894;Administración de Empresas;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;2,32;2,6
381;74;0,666171161;3;1 Repaso de álgebra y geometría;28;32;3 Temas Parcial 1 Cálculo I;20,977058246;1,462899838;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;5;3,4
451;82;0,842025179;17;2 Ecuaciones y desigualdades;29;46;3 Temas Parcial 1 Cálculo I;17,361494127;1,6623068;Ingeniería Industrial;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,94;4,9
382;79;0,599132845;3;1 Repaso de álgebra y geometría;29;32;3 Temas Parcial 1 Cálculo I;33,572121531;0,903602252;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,3;3,3
239;56;0,563045271;0;1 Repaso de álgebra y geometría;54;55;3 Temas Parcial 1 Cálculo I;28,78544186;1,705410288;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;2,29;3,2
348;69;0,395804148;6;1 Repaso de álgebra y geometría;71;77;4 Temas Parcial 2 Cálculo I;53,295332892;1,5024802;Negocios Internacionales;Escuela de Negocios;MAT1100;3 Avance superior a 55 temas;Cumplimiento meta;4,73;4,8
334;71;0,790403061;1;0 No dominó temas;4;4;1 Repaso de Álgebra y Geometría;5,302068424;0,74901419;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;2,96;2,9
322;66;0,379102384;0;0 No dominó temas;31;31;3 Temas Parcial 1 Cálculo I;19,939163053;1,517358389;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;2,03;1,5
323;65;1,689238256;5;1 Repaso de álgebra y geometría;8;14;2 Ecuaciones y desigualdades;10,952169651;0,718767506;Geología;División de Ciencias Básicas;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;1,91;1,6
364;74;1,319600125;21;2 Ecuaciones y desigualdades;45;65;4 Temas Parcial 2 Cálculo I;11,611372523;3,450378083;Ingeniería Industrial;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;5;4,5
390;79;0,90497763;17;2 Ecuaciones y desigualdades;55;71;4 Temas Parcial 2 Cálculo I;20,801415248;2,836782854;Geología;División de Ciencias Básicas;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;5;4,9
297;58;0,155022255;1;0 No dominó temas;2;2;1 Repaso de Álgebra y Geometría;5,909821608;0,337013841;Contaduría Pública;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;4,29;3,4
295;58;0,439099491;2;1 Repaso de álgebra y geometría;18;20;2 Ecuaciones y desigualdades;15,052166228;1,213121327;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;3,46;3,1
290;57;0,152640397;0;0 No dominó temas;23;23;2 Ecuaciones y desigualdades;19,073407003;1,181549851;Ingeniería Mecánica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;1,94;1,5
409;67;0,790851718;4;1 Repaso de álgebra y geometría;34;38;3 Temas Parcial 1 Cálculo I;25,625062306;1,323701695;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;1,09;1,6
340;66;0,365806288;3;1 Repaso de álgebra y geometría;18;20;2 Ecuaciones y desigualdades;12,280813146;1,470232251;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;4,72;4,1
328;61;0,269858816;0;0 No dominó temas;27;27;2 Ecuaciones y desigualdades;46,619615763;0,652037408;Geología;División de Ciencias Básicas;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;2,04;1,5
333;68;0,37193704;3;1 Geometría;30;32;3 Plano de coordenadas, distancia y punto medio;21,026471459;1,67257093;Arquitectura;Escuela Arquitectura Urb y Dis;MAT1011;3 Avance superior a 29 temas;No alcanzo meta;3,98;4,2
401;81;0,864148521;13;2 Ecuaciones y desigualdades;13;25;2 Ecuaciones y desigualdades;7,72290699;1,673046827;Ingeniería Eléctrica;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;2,46;4,1
343;71;0,188577848;1;1 Repaso de álgebra y geometría;7;9;1 Repaso de Álgebra y Geometría;3,295592069;2,137404162;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;1,41;1,5
384;81;0,789017137;9;1 Repaso de álgebra y geometría;52;61;4 Temas Parcial 2 Cálculo I;25,938990348;2,048061451;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;4,93;3,4
396;80;0,877673277;14;2 Ecuaciones y desigualdades;25;38;3 Temas Parcial 1 Cálculo I;21,319105327;1,192237024;Ingeniería Civil;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,41;3,6
348;74;1,134369488;36;1 Repaso de álgebra y geometría;99;135;4 Funciones polinómicas y racionales;24,365223983;3,776083656;Ciencia de Datos;División de Ciencias Básicas;MAT4190;3 Avance superior a 80 temas;No alcanzo meta;3,17;4,1
322;65;0,137118925;0;0 No dominó temas;4;4;1 Repaso de Álgebra y Geometría;3,336005889;1,208464722;Administración de Empresas;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;1,53;2,5
334;68;0,186966006;4;1 Repaso de álgebra y geometría;34;36;3 Temas Parcial 1 Cálculo I;22,849567688;1,530496371;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;4,96;3,5
369;71;1,072866161;6;1 Repaso de álgebra y geometría;28;34;3 Temas Parcial 1 Cálculo I;25,97964526;1,105236683;Ingeniería Mecánica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,96;3,4
440;80;0,77422337;16;2 Ecuaciones y desigualdades;15;32;3 Temas Parcial 1 Cálculo I;4,567843039;3,273801904;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;Cumplimiento meta;4,71;4,5
370;79;0,155856082;1;1 Repaso de álgebra y geometría;34;35;3 Temas Parcial 1 Cálculo I;32,609905495;1,10358299;Administración de Empresas;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;4,61;3,8
319;62;0,632036233;1;1 Repaso de álgebra y geometría;17;18;2 Ecuaciones y desigualdades;17,741572555;0,952068064;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;1,98;1,5
402;82;0,644657414;0;1 Repaso de álgebra y geometría;29;30;2 Ecuaciones y desigualdades;13,700605746;2,049605427;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;4,24;3,7
327;66;1,806748634;6;1 Repaso de álgebra y geometría;8;14;2 Ecuaciones y desigualdades;11,766342154;0,677726008;Geología;División de Ciencias Básicas;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;1,82;1,5
376;72;2,768488449;14;2 Ecuaciones y desigualdades;15;30;2 Ecuaciones y desigualdades;8,439842469;1,771569705;Ingeniería Industrial;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;4,63;4,4
321;68;1,684919422;33;3 Temas Parcial 1 Cálculo I;22;55;3 Temas Parcial 1 Cálculo I;26,022396684;0,845533149;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;3,45;3,7
365;72;0,658252447;11;1 Repaso de álgebra y geometría;45;55;3 Temas Parcial 1 Cálculo I;24,992655506;1,775518418;Negocios Internacionales;Escuela de Negocios;MAT1100;2 Avance entre [ 37 - 55 temas];Cumplimiento meta;5;4,4
421;78;0,969276488;31;2 Ecuaciones y desigualdades;49;79;4 Temas Parcial 2 Cálculo I;24,855751718;1,912402853;Ingeniería Mecánica;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;4,71;1,5
350;69;1,203759215;29;2 Ecuaciones y desigualdades;49;79;4 Temas Parcial 2 Cálculo I;33,456882569;1,825714268;Ingeniería Eléctrica;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;2,86;4
347;70;1,034947894;5;1 Repaso de álgebra y geometría;49;54;1 Repaso de Álgebra y Geometría;14,844954168;3,701768622;Ciencia de Datos;División de Ciencias Básicas;MAT4190;1 Avance entre [ 25 - 55 temas];No alcanzo meta;3,1;1,5
304;64;0,438235413;0;0 No dominó temas;11;11;2 Ecuaciones y desigualdades;21,522728357;0,513174968;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;3,74;2,6
283;58;0,501256735;3;1 Repaso de álgebra y geometría;47;50;3 Temas Parcial 1 Cálculo I;36,094988173;1,407365175;Ingeniería Industrial;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;3,02;3,3
255;49;0,511054129;0;0 No dominó temas;1;1;1 Repaso de Álgebra y Geometría;6,485642262;0,154208585;Ingeniería Industrial;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;2,86;2,9
274;51;0,31420492;1;1 Repaso de álgebra y geometría;5;6;1 Repaso de Álgebra y Geometría;9,227308839;0,535161085;Administración de Empresas;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;1,64;2,4
360;67;0,763068816;2;1 Repaso de álgebra y geometría;36;37;3 Temas Parcial 1 Cálculo I;12,430077697;2,321180133;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,8;2,9
349;83;0,354014204;2;0 No dominó temas;13;13;2 Ecuaciones y desigualdades;6,113007737;2,172182279;Economía;Div Humanidades, Artes y Cs. S;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;4,46;4
414;74;0,566467582;8;1 Repaso de álgebra y geometría;72;79;4 Temas Parcial 2 Cálculo I;29,963869663;2,565590227;Ingeniería Mecánica;División de Ingenierías;MAT1101;3 Avance superior a 60 temas;Cumplimiento meta;4,66;4,8
350;68;0,281182405;0;1 Repaso de álgebra y geometría;44;45;3 Temas Parcial 1 Cálculo I;35,980516594;1,236810437;Negocios Internacionales;Escuela de Negocios;MAT1100;2 Avance entre [ 37 - 55 temas];Cumplimiento meta;4,56;4,3
304;57;0,14547906;1;1 Repaso de álgebra y geometría;32;33;3 Temas Parcial 1 Cálculo I;16,546890909;1,915660163;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,89;3,5
351;63;0,378948564;1;1 Repaso de álgebra y geometría;57;59;4 Temas Parcial 2 Cálculo I;27,020243672;2,011015377;Contaduría Pública;Escuela de Negocios;MAT1100;3 Avance superior a 55 temas;Cumplimiento meta;4,97;4,4
369;76;0,110435276;0;0 No dominó temas;13;13;2 Ecuaciones y desigualdades;8,204901997;1,609265523;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;4,68;4
365;68;0,173507655;0;1 Repaso de álgebra y geometría;29;30;2 Ecuaciones y desigualdades;7,243073605;3,631621366;Geología;División de Ciencias Básicas;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;3,62;3,9
322;66;0,314468873;0;0 No dominó temas;31;31;3 Temas Parcial 1 Cálculo I;20,008205148;1,515272119;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;2,17;1,6
375;72;0,208431804;0;0 No dominó temas;20;20;2 Ecuaciones y desigualdades;14,393509641;1,39605552;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;3,97;4
344;74;0,281137518;1;0 No dominó temas;39;39;3 Temas Parcial 1 Cálculo I;32,256333788;1,366866468;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,29;4,4
356;69;0,098764609;0;0 No dominó temas;1;1;1 Repaso de Álgebra y Geometría;1,922232639;0,512793781;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;2,83;3,5
357;78;0,601237996;6;1 Repaso de álgebra y geometría;4;10;1 Repaso de Álgebra y Geometría;5,03000725;0,789244244;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;4,53;4,2
379;74;2,477096478;10;1 Repaso de álgebra y geometría;7;17;2 Ecuaciones y desigualdades;13,083178161;0,534294902;Ingeniería Industrial;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;4,24;3,6
352;67;0,150227507;2;1 Repaso de álgebra y geometría;76;78;4 Temas Parcial 2 Cálculo I;53,154225692;1,687001334;Ingeniería Industrial;División de Ingenierías;MAT1101;3 Avance superior a 60 temas;Cumplimiento meta;3,94;4
